Title;Step;Expected result;Area Path;Iteration Path;QA Priority;Assigned To;Preconditions
;"Mark 'JDG' checkbox and verify 'Użytkownik pojazdu' section again:
- Nip prefix
- Nip
- Regon
- Nazwa firmy
- Imię
- Nazwisko
- Kraj
- Wybierz adres
- Kontakt section with 'Imię', 'Nazwisko', 'Prefix', 'Nr telefonu', 'Adres e-mail'";It displays correctly.;;;;;
;"Verify 'Szkoda' section:
- 'Wyczyść sekcje' button
- Rodzaj szkody (drop-down list)
- Doradca (drop-down list)
- Numer szkody
- TU szkody wiodącej (drop-down list)
- Klasyfikacja szkody wiodącej (drop-down list)
- Cecha naprawy (drop-down list)
- 'Przyjmij pojazd' checkbox
- 'Pojaz zastępczy' checkbox
- Opis szkody";It displays correctly.;;;;;
;End of test.;;;;;;
Blacharnia - add new repair;;;QA\SVCloud;QA\SVCloud\Blacharnia;Medium;justyna.biernacka@softvig.pl;"User is logged in
Blacharnia page is loaded"
;"In 'Zarządanie szkodami' page, click ""Dodaj naprawę"".";Pop-up window 'Nowa naprawa' is displayed.;;;;;
;Click 'Dodaj naprawę'.;Warning message occurs: 'Proszę poprawić błędy w formularzu';;;;;
;"Verify if mandatory fields are marked with red icon:
- Nr rejestracyjny 
- Zleceniodawca
- Imię
- Nazwisko
- Nr telefonu
- Adres e-mail
- Rodzaj szkody";It displays correctly.;;;;;
;Fill in mandatory fields in sections 'Dane pojazdu' and 'Zleceniodawca'.;Fields are filled in.;;;;;
;In section 'Szkoda' select type of claim from drop-down list: UN - Ubezpieczeniowa.;Fields are filled in.;;;;;
;Click 'Dodaj naprawę'.;Warning message occurs: 'Proszę poprawić błędy w formularzu';;;;;
;"Verify if mandatory fields are marked with red icon:
- TU szkody wiodącej
- Klasyfikcja szkody wiodącej";It displays correctly.;;;;;
;Fill in all mandatory fields.;Fields are filled in.;;;;;
;Click 'Dodaj naprawę'.;Pop-up window 'Nowa naprawa' is closed.;;;;;
;"Verify if:
- new repair is pinned to the context on the top of the page (yellow sticky note)
- new repair is visible on the repairs list, column 'Pierwsza wizyta'";It displays correctly.;;;;;
;End of test.;;;;;;
Blacharnia - column 'Dokumenty': colour logic (non-mandatory documents);;;QA\SVCloud;QA\SVCloud\Blacharnia;Medium;justyna.biernacka@softvig.pl;"User is logged in
Blacharnia page is loaded ('Zarządzanie szkodami')"
;"Add new repair:
- claim type: 'GN - Gwarancyjna' or another where there are no mandatory documents.";Repair has been created.;;;;;
;In context section, click 'Pełna teczka naprawy'.;'Teczka naprawy' page is opened in a new tab.;;;;;
;On the left-side menu, click 'Dokumenty'.;'Dokumenty' page is displayed.;;;;;
;Verify if all listed documents have 'Status': 'Brak', coloured red.;It displays correctly.;;;;;
;Verify if all listed documents have 'Wymagalność': 'Brak'.;It displays correctly.;;;;;
;Go back to 'Zarządzanie szkodami' page.;'Zarządzanie szkodami' page is displayed.;;;;;
;Drag the repair from column 'Pierwsza wizyta' and drop into column 'Dokumenty'.;Repair has been moved to column 'Dokumenty'.;;;;;
;Verify if repair's status colour is grey. ;It displays correctly.;;;;;
;Go back to 'Dokumenty' page.;'Dokumenty' page is displayed.;;;;;
;Add any document.;Document has been uploaded.;;;;;
;Verify if status for uploaded document changed to 'Jest', coloured green.;It displays correctly.;;;;;
;Go back to 'Zarządzanie szkodami' page.;'Zarządzanie szkodami' page is displayed.;;;;;
;Verify if repair's status colour is green. ;It displays correctly.;;;;;
;End of test.;;;;;;
Blacharnia - column 'Dokumenty': colour logic (mandatory documents);;;QA\SVCloud;QA\SVCloud\Blacharnia;Medium;justyna.biernacka@softvig.pl;"User is logged in
Blacharnia page is loaded ('Zarządzanie szkodami')"
;"Add new repair:
- claim type: 'UN - Ubezpieczeniowa' or another where there are mandatory documents to be uploaded.";Repair has been created.;;;;;
;In context section, click 'Pełna teczka naprawy'.;'Teczka naprawy' page is opened in a new tab.;;;;;
;On the left-side menu, click 'Dokumenty'.;'Dokumenty' page is displayed.;;;;;
;Verify if all listed documents have 'Status': 'Brak', coloured red.;It displays correctly.;;;;;
;"Verify if the are mandatory documents to be uploaded:
- 'Wymagalność' other than 'Brak'
- Next to document's name there is a red exclamation mark.";There are mandatory documents.;;;;;
;Go back to 'Zarządzanie szkodami' page.;'Zarządzanie szkodami' page is displayed.;;;;;
;Drag the repair from column 'Pierwsza wizyta' and drop into column 'Dokumenty'.;Repair has been moved to column 'Dokumenty'.;;;;;
;Verify if repair's status colour is grey. ;It displays correctly.;;;;;
;Go back to 'Dokumenty' page.;'Dokumenty' page is displayed.;;;;;
;Add non-mandatory document.;Document has been uploaded.;;;;;
;Go back to 'Zarządzanie szkodami' page.;'Zarządzanie szkodami' page is displayed.;;;;;
;Verify if repair's status colour is dark blue. ;It displays correctly.;;;;;
;Go back to 'Dokumenty' page.;'Dokumenty' page is displayed.;;;;;
;Add all mandatory documents.;Documents have been uploaded.;;;;;
;Verify if statuses for uploadeded documents changed to 'Jest', coloured green.;It displays correctly.;;;;;
;Go back to 'Zarządzanie szkodami' page.;'Zarządzanie szkodami' page is displayed.;;;;;
;Verify if repair's status colour is blue. ;It displays correctly.;;;;;
;Go back to 'Dokumenty' page.;'Dokumenty' page is displayed.;;;;;
;Verify one of the uploaded documents by clicking 'Zweryfikuj'.;Documents has been verified.;;;;;
;Go back to 'Zarządzanie szkodami' page.;'Zarządzanie szkodami' page is displayed.;;;;;
;Verify if repair's status colour is blue. ;It displays correctly.;;;;;
;Go back to 'Dokumenty' page.;'Dokumenty' page is displayed.;;;;;
;Verify remaining uploaded documents by clicking 'Zweryfikuj'.;Documents has been verified.;;;;;
;Go back to 'Zarządzanie szkodami' page.;'Zarządzanie szkodami' page is displayed.;;;;;
;Verify if repair's status colour is green. ;It displays correctly.;;;;;
;End of test.;;;;;;
Blacharnia - column 'Dokumenty': colour logic (exising cancelled claims);;;QA\SVCloud;QA\SVCloud\Blacharnia;Medium;justyna.biernacka@softvig.pl;"User is logged in
Blacharnia page is loaded ('Zarządzanie szkodami')"
;"Add new repair:
- claim type: 'UN - Ubezpieczeniowa' or another where there are mandatory documents to be uploaded.";Repair has been created.;;;;;
;Drag the repair from column 'Pierwsza wizyta' and drop into column 'Dokumenty'.;Repair has been moved to column 'Dokumenty'.;;;;;
;Verify if repair's status colour is grey. ;It displays correctly.;;;;;
;In context section, click 'Pełna teczka naprawy'.;'Teczka naprawy' page is opened in a new tab.;;;;;
;On the left-side menu, click 'Szkody'.;'Szkody' page is displayed.;;;;;
;"Click 'Dodaj nową szkodę' to create new claim:
- claim type: 'UN - Ubezpieczeniowa' or another where there are mandatory documents to be uploaded.";New claim is created.;;;;;
;Go back to 'Zarządzanie szkodami' page and refresh it.;'Zarządzanie szkodami' page is displayed and refreshed.;;;;;
;Verify if repair's status colour is grey. ;It displays correctly.;;;;;
;Go back to 'Szkody' page.;'Szkody' page is displayed.;;;;;
;Cancel the first created claim.;The first claim is cancelled (Status: Anulowana).;;;;;
;On the left-side menu, click 'Dokumenty'.;'Dokumenty' page is displayed.;;;;;
;Add and verify all mandatory documents for active claim.;Documents are uploaded and verified.;;;;;
;Go back to 'Zarządzanie szkodami' page.;'Zarządzanie szkodami' page is displayed.;;;;;
;Verify if repair's status colour is green. ;It displays correctly.;;;;;
;End of test.;;;;;;
Blacharnia - column 'Dokumenty': colour logic (multiple claims);;;QA\SVCloud;QA\SVCloud\Blacharnia;Medium;justyna.biernacka@softvig.pl;"User is logged in
Blacharnia page is loaded ('Zarządzanie szkodami')"
;"Add new repair:
- claim type: 'GN - Gwarancyjna' or another where there are no mandatory documents.";Repair has been created.;;;;;
;Drag the repair from column 'Pierwsza wizyta' and drop into column 'Dokumenty'.;Repair has been moved to column 'Dokumenty'.;;;;;
;Verify if repair's status colour is grey. ;It displays correctly.;;;;;
;In context section, click 'Pełna teczka naprawy'.;'Teczka naprawy' page is opened in a new tab.;;;;;
;On the left-side menu, click 'Szkody'.;'Szkody' page is displayed.;;;;;
;"Click 'Dodaj nową szkodę' to create new claim:
- claim type: 'GN - Gwarancyjna' or another where there are no mandatory documents.";New claim is created.;;;;;
;Go back to 'Zarządzanie szkodami' page.;'Zarządzanie szkodami' page is displayed.;;;;;
;Verify if repair's status colour is grey. ;It displays correctly.;;;;;
;Go back to 'Dokumenty' page.;'Dokumenty' page is displayed.;;;;;
;Add any document to the first claim.;Document has been uploaded.;;;;;
;Go back to 'Zarządzanie szkodami' page.;'Zarządzanie szkodami' page is displayed.;;;;;
;Verify if repair's status colour is blue. ;It displays correctly.;;;;;
;"Go back to 'Teczka naprawy' to create third claim:
- claim type: 'UN - Ubezpieczeniowa' or another where there are mandatory documents to be uploaded.";New claim is created.;;;;;
;Go back to 'Zarządzanie szkodami' page.;'Zarządzanie szkodami' page is displayed.;;;;;
;Verify if repair's status colour is dark blue. ;It displays correctly.;;;;;
;End of test.;;;;;;
Blacharnia - repair file: Documents (layout);;;QA\SVCloud;QA\SVCloud\Blacharnia;Medium;justyna.biernacka@softvig.pl;"User is logged in
Blacharnia page is loaded ('Zarządzanie szkodami')"
;"Add new repair:
- claim type: 'UN - Ubezpieczeniowa' or another where there are mandatory documents to be uploaded.";Repair has been created.;;;;;
;In context section, click 'Pełna teczka naprawy'.;'Teczka naprawy' page is opened in a new tab.;;;;;
;On the left-side menu, click 'Dokumenty'.;'Dokumenty' page is displayed.;;;;;
;"Verify top section content:
- 'Wybór szkody': drop-down list with claims assigned to the repair
- button: 'Wyślij wiadomość'
- button: 'Pobierz teczkę'";It displays correctly.;;;;;
;"Verify claim folder header:
- claim type
- button: 'Zmień szablon dokumentów'";It displays correctly.;;;;;
;"Verify columns of documents list:
- Dokument
- Komentarz
- Status
- Wymagalność
- Tryb u klienta
- Do PDF?
- Osoba weryfikująca";It displays correctly.;;;;;
;"Verify upload document section:
- name of document which is to be uploaded
- button: 'Usuń'
- button: 'Przenieś/Kopiuj'
- button: 'Zweryfikuj'
- button: 'Pobierz folder'
- button: 'Pobierz folder (PDF)'
- 'drag-here' field with 'Wybierz' button
- information about supported file formats and max file size";It displays correctly.;;;;;
;End of test.;;;;;;
Blacharnia - repair file: Documents (add documents);;;QA\SVCloud;QA\SVCloud\Blacharnia;Medium;justyna.biernacka@softvig.pl;"User is logged in
Blacharnia page is loaded ('Zarządzanie szkodami')"
;"Add new repair:
- claim type: 'UN - Ubezpieczeniowa'.";Repair has been created.;;;;;
;In context section, click 'Pełna teczka naprawy'.;'Teczka naprawy' page is opened in a new tab.;;;;;
;On the left-side menu, click 'Dokumenty'.;'Dokumenty' page is displayed.;;;;;
;Verify if all listed documents have 'Status': 'Brak', coloured red.;It displays correctly.;;;;;
;"Verify if the are mandatory documents to be uploaded:
- 'Wymagalność' other than 'Brak'
- Next to document's name there is a red exclamation mark.";There are mandatory documents.;;;;;
;Verify if column 'Osoba weryfikująca' is empty (there are no entries for any document).;It displays correctly.;;;;;
;Click on any document on the list to verify if upload section name is changing accordingly to selected document.;It displays correctly.;;;;;
;Click on mandatory document 'Dowód rejestracyjny/pokwitowanie'.;Document is marked.;;;;;
;In upload section, click 'Zweryfikuj'.;"Error message occurs: ""Nie można zweryfikować pustego folderu"".";;;;;
;In upload section, click 'Wybierz'.;New window is opened.;;;;;
;Select file in PNG format and click 'Open';"Error message occurs: ""Plik o tym formacie nie jest obsługiwany"".";;;;;
;In upload section, click 'Wybierz'.;New window is opened.;;;;;
;Select file in JPG format and click 'Open';Window is closed, file is visible in upload section.;;;;;
;"Verify if:
- next to document's name there is an orange exclamation mark
- status is changed to 'Jest', coloured green.";It displays correctly.;;;;;
;Click 'Zweryfikuj'.;Document is verified.;;;;;
;"Verify if:
- there is no exclamation mark next to document's name
- field in column 'Osoba weryfikująca' is filled in with name and current date
- button 'Zweryfikuj' is changed to 'Cofnij weryfikację'.";It displays correctly.;;;;;
;Click 'Cofnij weryfikację'.;Verification is cancelled.;;;;;
;"Verify if:
- next to document's name there is an orange exclamation mark
- field in column 'Osoba weryfikująca' is empty
- button 'Cofnij weryfikację' is changed to 'Zweryfikuj'.";It displays correctly.;;;;;
;End of test.;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
